board 1, # of profile points  50
,   0.33,   0.66,   0.98,   1.28,   1.58,   1.85,   2.12,   2.36,   2.58,   2.78,   2.96,   3.12,   3.25,   3.37,   3.46,   3.53,   3.58,   3.62,   3.64,   3.65,   3.65,   3.63,   3.60,   3.56,   3.51,   3.45,   3.38,   3.30,   3.22,   3.13,   3.03,   2.93,   2.82,   2.70,   2.58,   2.45,   2.32,   2.18,   2.04,   1.89,   1.74,   1.58,   1.42,   1.26,   1.09,   0.92,   0.74,   0.56,   0.38,   0.19
board 2, # of profile points  50
,   0.40,   0.79,   1.19,   1.58,   1.96,   2.34,   2.71,   3.07,   3.41,   3.75,   4.07,   4.36,   4.63,   4.86,   5.04,   5.17,   5.27,   5.32,   5.35,   5.35,   5.33,   5.29,   5.22,   5.15,   5.06,   4.95,   4.83,   4.71,   4.57,   4.42,   4.27,   4.11,   3.94,   3.76,   3.58,   3.39,   3.19,   2.99,   2.79,   2.58,   2.36,   2.14,   1.92,   1.69,   1.46,   1.22,   0.98,   0.74,   0.49,   0.24
board 3, # of profile points  50
,   0.34,   0.68,   1.02,   1.36,   1.69,   2.02,   2.34,   2.66,   2.97,   3.28,   3.58,   3.87,   4.15,   4.42,   4.67,   4.91,   5.14,   5.34,   5.52,   5.67,   5.78,   5.87,   5.92,   5.94,   5.93,   5.89,   5.82,   5.74,   5.63,   5.50,   5.36,   5.19,   5.02,   4.82,   4.62,   4.40,   4.16,   3.92,   3.67,   3.41,   3.13,   2.85,   2.56,   2.27,   1.96,   1.65,   1.33,   1.01,   0.68,   0.35
board 4, # of profile points  50
,   0.27,   0.53,   0.78,   1.03,   1.27,   1.50,   1.73,   1.95,   2.16,   2.36,   2.56,   2.74,   2.91,   3.07,   3.22,   3.36,   3.48,   3.59,   3.69,   3.77,   3.84,   3.90,   3.93,   3.96,   3.97,   3.96,   3.94,   3.91,   3.86,   3.80,   3.73,   3.64,   3.54,   3.43,   3.31,   3.17,   3.03,   2.87,   2.71,   2.53,   2.35,   2.15,   1.95,   1.73,   1.51,   1.28,   1.04,   0.79,   0.53,   0.27
